 "desc" ,
 "Ce cours permet aux étudiants de réaliser leur stage d'observation en enseignement du français langue seconde dans le cadre d'un cours universitaire. Au cours de ce stage, les étudiants analysent les moyens pédagogiques utilisés au niveau universitaire. Les stagiaires observent les activités d'enseignement, l'organisation et la prise en charge de la classe et ils font un retour critique sur leur expérience pratique à partir des observations faites dans le milieu de stage." ,
